V39	9.63332550070386e-05
Nonsense-mediated mRNA decay	8.1788355346616e-06
B-cell activation	8.127072743972e-06
V41	7.90471396229292e-06
Amino-acid biosynthesis	7.3223746599369e-06
V35	7.26782797920385e-06
V54	2.96497685968282e-07
V26	2.04007607660728e-06
V59	1.91950142788708e-06
V29	1.8493411845445e-05
V47	1.5436089455512e-05
Length	1.46963840935981e-05
V2	0.0187923331262287
V3	0.0187922912720506
V4	0.0151508460478855
V5	0.0140040054704931
V6	0.0100186478616497
V7	0.00713514547377313
V9	0.00589710729905708
V8	0.00572794800486997
V10	0.00549923962937651
V11	0.00362871468024632
V12	0.00252802809274056
V13	0.00185603126800155
V14	0.00155701361864374
V16	0.00138696085740279
V15	0.00135173684386943
V17	0.000748868915260797
V18	0.000618332070408695
V19	0.000443655326302108
V24	0.000363333721161381
V25	0.000345638266843945
V20	0.000317769782375224
V21	0.000314551550995383
V23	0.000269272104443063
V40	0.000189714442076576
V33	0.000111400994397164
Motor protein	-9.76923303536108e-05
rRNA-binding	-9.61295653519487e-06
Blood group antigen	-9.60672765870015e-06
Gastrulation	-9.58997438490099e-05
V28	-9.48524416266391e-07
Dioxygenase	-9.44727498573116e-05
Initiation factor	-9.33510124237656e-05
Meiosis	-9.14236381751174e-06
Transcription regulation	-9.11544629343456e-05
SH3-binding	-9.02704363654934e-06
Mitochondrion nucleoid	-8.93943348147174e-05
Fatty acid biosynthesis	-8.91355498434803e-06
V27	-8.88199163063261e-07
Signal recognition particle	-8.82799331028028e-06
Glutathione biosynthesis	-8.75959641413903e-05
Endosome	-8.70983728211796e-05
Hydroxylation	-8.50127054147522e-06
Copper	-8.43600528711781e-05
Selenium	-8.41657527653357e-05
Bile acid catabolism	-8.41208807186694e-05
Fatty acid metabolism	-8.34633726849579e-06
Peptide transport	-8.25507634148809e-05
Membrane attack complex	-8.2285288390737e-05
Menaquinone biosynthesis	-8.22176665316875e-06
Thick filament	-8.10023360281632e-05
Ubiquinone	-8.07137242384088e-05
Hemoglobin-binding	-8.06157402869655e-06
Phospholipase A2 inhibitor	-8.05617444749149e-06
GPI-anchor	-7.97039680123892e-05
IgA-binding protein	-7.86596645241557e-05
Ubl conjugation	-7.86455655520365e-05
ATP-binding	-7.8210150264525e-06
Copper transport	-7.76771276228577e-05
Spermatogenesis	-7.7365494345028e-05
Sodium/potassium transport	-7.69555390083366e-05
Cleavage on pair of basic residues	-7.45039342348373e-05
Complement activation lectin pathway	-7.35358747032652e-06
Cobalamin	-7.24984372854542e-05
Tricarboxylic acid cycle	-7.12456090797153e-05
Pyrimidine biosynthesis	-7.10720374414534e-05
Apoptosis	-7.09123639853052e-05
Muscle protein	-7.07381318369291e-05
Differentiation	-6.97448652529434e-05
Aminopeptidase	-6.73492226753096e-05
Neurotransmitter	-6.72497138462292e-05
Repressor	-6.69938014972844e-05
Ribosomal frameshifting	-6.55364375190619e-06
Threonine protease	-6.55233810715593e-05
Glycogen metabolism	-6.53746240969643e-05
Terminal addition	-6.52814797813796e-06
Catecholamine metabolism	-6.51608329472406e-06
ATP synthesis	-6.50078097674333e-06
Ribosomal protein	-6.48771160876917e-05
Zinc	-6.46223482275409e-05
Vasoconstrictor	-6.21273825454806e-05
Ubl conjugation pathway	-5.94427909981805e-05
NADP	-5.92673365377042e-05
RNA editing	-5.91921539298348e-05
Endocytosis	-5.88767017892561e-06
Biomineralization	-5.86759845880454e-05
mRNA transport	-5.69631776469035e-06
Immunity	-5.66354392196655e-06
Angiogenesis	-5.66176823833658e-06
Isoprene biosynthesis	-5.63317557750488e-06
Cyclosporin	-5.5569505570452e-06
Peroxidase	-5.50871677819111e-05
Osteogenesis	-5.49852806947709e-06
Cholesterol metabolism	-5.49201529136994e-06
Nickel	-5.44760792450871e-06
Tryptophan catabolism	-5.41582503632767e-06
Autocatalytic cleavage	-5.32673921316834e-06
Signalosome	-5.29745147077467e-06
Activator	-5.29009484846224e-05
Mineral balance	-5.28544106685967e-05
Purine biosynthesis	-5.25922188023182e-06
Aromatic hydrocarbons catabolism	-5.14325336341199e-06
Cysteine biosynthesis	-4.95811292563593e-05
MHC I	-4.93312477433818e-06
Signal	-4.91364702743778e-05
Oogenesis	-4.90489591962429e-05
Myogenesis	-4.90396248288304e-06
Neurogenesis	-4.8738291582376e-05
FMN	-4.86426917723127e-06
Lipid-binding	-4.8221754701656e-05
Cilium biogenesis/degradation	-4.80330863149058e-05
Tetrahydrobiopterin biosynthesis	-4.79784505399274e-06
Methyltransferase	-4.79529393610874e-05
Nitration	-4.74490717664033e-06
MHC II	-4.71944783291132e-05
Ligase	-4.70930694391271e-06
Translocation	-4.6245696855309e-06
Heparan sulfate	-4.60141941326102e-06
GTPase activation	-4.59902746078868e-06
Pyrrolidone carboxylic acid	-4.38535944451713e-06
Tyrosine-protein kinase	-4.3717518864836e-06
Biological rhythms	-4.37163812916139e-06
Methionine biosynthesis	-4.37132862455972e-06
RNA-mediated gene silencing	-4.36552893096551e-06
Metalloenzyme inhibitor	-4.35302522376519e-06
Glutamine amidotransferase	-4.35198720533926e-06
Sialic acid	-4.30128327792665e-05
cAMP-binding	-4.17434680378092e-06
2Fe-2S	-4.1518944912308e-06
Signal-anchor	-4.12333633229267e-06
DNA-directed DNA polymerase	-4.11487561311284e-05
Prenyltransferase	-4.10611821313305e-05
Microsome	-4.09553681984771e-06
Lithium	-4.09481126080733e-06
Nucleotide metabolism	-4.07861302431984e-06
Nucleus	-4.05431550686125e-06
Steroid-binding	-4.05404726514935e-06
Kringle	-4.04008755472503e-06
Transport	-4.02200602835536e-05
Steroidogenesis	-3.96915104374858e-05
Translational shunt	-3.95426508265947e-05
Mannose-binding	-3.95000938890681e-05
Proline metabolism	-3.94092312300263e-05
Galactose metabolism	-3.85009468596482e-05
Antibiotic	-3.82705251092397e-05
tRNA processing	-3.80057794449191e-06
Growth factor binding	-3.79260181004936e-06
Endoplasmic reticulum	-3.75155581846416e-06
Phagocytosis	-3.74753830376165e-06
Mitochondrion outer membrane	-3.73618902531669e-06
Pentose shunt	-3.60977660333733e-05
Golgi apparatus	-3.54161833626984e-05
Mitochondrion	-3.53669520087192e-05
Carbohydrate metabolism	-3.53099678337393e-05
Catecholamine biosynthesis	-3.51344455567806e-05
Quinone	-3.49915025696039e-05
Zinc transport	-3.44779395671425e-05
Transferase	-3.4470328657698e-05
Topoisomerase	-3.42871432565653e-06
Sulfation	-3.3986489489077e-06
Hormone	-3.33591320500478e-05
Fungicide	-3.32762895503205e-06
Neurotransmitter degradation	-3.3180667368805e-05
Keratin	-3.18731402436997e-06
Calcium channel	-3.08037672636256e-06
S-nitrosylation	-3.03227982920375e-05
Acyltransferase	-2.95979210379033e-06
Cell adhesion	-2.94994159027199e-05
Neurotransmitter transport	-2.86935529487694e-05
DNA condensation	-2.81158581323374e-05
Cell membrane	-2.72101125020282e-05
Ribosome biogenesis	-2.70867795923407e-05
Urea cycle	-2.60835551805386e-06
Proteoglycan	-2.59753775348976e-05
Lectin	-2.59578144239306e-05
Biotin	-2.44813579322303e-06
Melatonin biosynthesis	-2.42925900954757e-05
Cell shape	-2.3707104431483e-05
Symport	-2.36574029584723e-05
Branched-chain amino acid biosynthesis	-2.30238423008953e-06
Glycoprotein	-2.28891965423805e-06
Immunoglobulin V region	-2.28187027772973e-06
Mast cell degranulation	-2.28073756511241e-06
DNA replication	-2.26698760855964e-06
Gamma-carboxyglutamic acid	-2.26200251368235e-05
Peroxisome biogenesis	-2.26159447035619e-06
Ubiquinone biosynthesis	-2.25824639284912e-06
tRNA-binding	-2.24448969747734e-05
NAD	-2.23881929469436e-05
