V58	9.4263993522985e-06
V42	9.38547936817566e-05
V32	8.88238500948467e-05
tRNA processing	8.22096040054964e-07
GTPase activation	7.86591954752441e-06
V60	6.23318565257992e-07
Purine biosynthesis	6.21803173146977e-06
V33	5.10089265816794e-05
Tyrosine-protein kinase	4.12776686258866e-06
Endoplasmic reticulum	3.50902473698141e-06
V2	0.0285083828357903
V5	0.0199075132503398
V3	0.0187923652223707
V4	0.0186367867930339
V6	0.014004063853094
V7	0.00724950704507018
V8	0.00689174943549239
V9	0.005499319669927
V10	0.00420360524653546
V11	0.00407501277921007
V12	0.00225455233779536
V13	0.00220071663783385
V14	0.00170126164020208
V15	0.00137386347942643
V16	0.00121552870131747
V17	0.00089961633918854
V18	0.000830313946064332
V19	0.000789464185722763
V22	0.000727885412729123
V20	0.000709195642247529
V21	0.00067106358644548
V26	0.000610283107762881
V27	0.000574408952650064
V23	0.000469021413061686
V25	0.000465579803129502
V24	0.000453746176401277
V28	0.000453733554138791
V29	0.000421083290930125
V30	0.000270809608177165
V31	0.000162488448279939
rRNA-binding	-9.87286003768804e-06
Blood group antigen	-9.77667497022623e-06
Endosome	-9.74923548767049e-05
Meiosis	-9.66415457201072e-06
Copper	-9.65610628551707e-05
SH3-binding	-9.47568133321401e-06
Selenium	-9.46449761252011e-05
Fatty acid biosynthesis	-9.45185279920678e-06
Bile acid catabolism	-9.29896054804131e-05
Membrane attack complex	-9.27005441452237e-05
Hydroxylation	-9.22449055929052e-06
Signal recognition particle	-9.21145978746996e-06
Peptide transport	-9.14091093629488e-05
Fatty acid metabolism	-9.10770537018028e-06
Phospholipase A2 inhibitor	-9.0353546974708e-06
IgA-binding protein	-8.6262968703005e-05
Thick filament	-8.62414062863594e-05
Ubiquinone	-8.59403139539918e-05
Hemoglobin-binding	-8.55358341740396e-06
ATP-binding	-8.54366981105047e-06
GPI-anchor	-8.52679845371138e-05
Complement activation lectin pathway	-8.51901274772766e-06
Ubl conjugation	-8.49422754619172e-05
ATP synthesis	-8.48101944047256e-06
Copper transport	-8.33644133876591e-05
Spermatogenesis	-8.1828117079302e-05
Cleavage on pair of basic residues	-8.17319365487012e-05
Sodium/potassium transport	-8.16729962249149e-05
Amino-acid biosynthesis	-8.1461131424209e-06
Cobalamin	-8.0575674184125e-05
Ribosomal frameshifting	-7.99472293758978e-06
Catecholamine metabolism	-7.96305722716317e-06
Terminal addition	-7.95073810518171e-06
Zinc-finger	-7.91883127498976e-06
Keratin	-7.79250315803024e-06
Endocytosis	-7.79190841463655e-06
