Steroid-binding	8.75231118385874e-06
V59	7.44651349139625e-06
V33	6.95618666698237e-05
V43	5.67821484532299e-06
V49	3.98221542592123e-05
V29	3.84554620036987e-05
V37	3.2394165544282e-07
Vacuole	2.76434101099156e-05
V39	2.410713567077e-05
Triplet repeat expansion	2.00403679957804e-05
V52	1.5637537114523e-06
V30	1.12204187041616e-05
V2	0.0265600179932315
V4	0.0187921271278864
V3	0.0187919104631311
V5	0.0140040542760506
V6	0.00986397954393094
V7	0.00498833927584545
V8	0.00451088675747326
V9	0.00420350243701243
V10	0.00250901342152662
V11	0.00242852436285678
V12	0.00219402442647415
V13	0.00147469736423287
V15	0.00123876151847248
V14	0.00118344146480258
V16	0.000974367309274624
V17	0.000852514051593267
V19	0.000774674594079158
V18	0.000759811153802556
V20	0.00061915907436241
V21	0.000603101721929736
V22	0.000554805066087925
V23	0.000544405015110963
V24	0.000318629278952112
V25	0.000283360161791841
V26	0.000243754347263289
V27	0.00023803167180957
V28	0.000146567879582038
V42	0.000104498817488896
Sodium/potassium transport	-9.96151671151242e-05
Angiogenesis	-9.92300602175546e-06
Cleavage on pair of basic residues	-9.92140987367808e-05
Cobalamin	-9.79291808837922e-05
Immunity	-9.73476804546323e-06
Cyclosporin	-9.69464602652602e-06
V44	-9.68933582632579e-07
mRNA transport	-9.6749745292089e-06
Osteogenesis	-9.53273594440196e-06
Muscle protein	-9.42194812924e-05
Tricarboxylic acid cycle	-9.39490793771804e-05
Autocatalytic cleavage	-9.31735826856849e-06
Nickel	-9.30640248905777e-06
rRNA-binding	-9.25142781973965e-06
Apoptosis	-9.17349613110709e-05
Signalosome	-8.97707211273171e-06
Fatty acid metabolism	-8.66772279135776e-06
GMP biosynthesis	-8.65994745503276e-05
Aromatic hydrocarbons catabolism	-8.57750135327209e-06
Pyrimidine biosynthesis	-8.57513810847865e-05
MHC I	-8.48976484111056e-06
Differentiation	-8.44007927348783e-05
Repressor	-8.35060494483425e-05
Aminopeptidase	-8.33350799900034e-05
Myogenesis	-8.09765022716553e-06
Neurotransmitter	-7.9482735162828e-05
Threonine protease	-7.75601674623088e-05
Cholesterol metabolism	-7.72743588933365e-06
Glycogen metabolism	-7.64151870837489e-05
Ribosomal protein	-7.60805256139921e-05
Vasoconstrictor	-7.55822090319131e-05
RNA editing	-7.38024161638501e-05
Ubl conjugation pathway	-7.37300942783615e-05
Biomineralization	-7.34832118819642e-05
FMN	-7.26511449739026e-06
Chromophore	-7.13156975059644e-05
V41	-7.07454807889228e-07
NADP	-6.95918241409516e-05
Peroxidase	-6.91481320292328e-05
Tetrahydrobiopterin biosynthesis	-6.86835098507327e-06
Nitration	-6.80362705425035e-06
Ligase	-6.79932607748625e-06
GTPase activation	-6.78611215658862e-06
Translocation	-6.53495202243543e-06
Biological rhythms	-6.51091620537495e-06
DNA excision	-6.44079830779099e-05
Isoprene biosynthesis	-6.3746054832103e-06
Activator	-6.23636110481561e-05
Signal	-6.21799650460233e-05
Mineral balance	-6.21688264118583e-05
Methionine biosynthesis	-6.2085039537356e-06
Oogenesis	-6.17618445569779e-05
RNA-mediated gene silencing	-6.13085954632786e-06
Neurogenesis	-6.13076508163309e-05
Lipid-binding	-6.0926944193872e-05
Methyltransferase	-6.05112676066159e-05
Cilium biogenesis/degradation	-5.85914858395793e-05
Glutamine amidotransferase	-5.8438088132992e-06
Prenyltransferase	-5.80283824739981e-05
MHC II	-5.78279961710088e-05
Sialic acid	-5.78031252115882e-05
Heparan sulfate	-5.70704649203248e-06
DNA-directed DNA polymerase	-5.70618873069776e-05
V38	-5.57948199331546e-07
Galactose metabolism	-5.56007123909307e-05
Pyrrolidone carboxylic acid	-5.53815712184165e-06
V40	-5.52067911245393e-07
Tyrosine-protein kinase	-5.48624854864998e-06
V32	-5.46894503001378e-07
V36	-5.32286777025125e-07
Transport	-5.26103647848676e-05
V34	-5.20818020906009e-07
B-cell activation	-5.1947987225031e-06
V35	-5.1939540211546e-07
Nucleotide metabolism	-5.18204967822706e-06
Microsome	-5.1667420111213e-06
V31	-5.10730928008447e-07
Steroidogenesis	-5.04401530693546e-05
Mannose-binding	-5.00489779881654e-05
Antibiotic	-4.96095803083913e-05
Translational shunt	-4.95726852964239e-05
Kringle	-4.95636281940728e-06
2Fe-2S	-4.95009546605547e-06
Lithium	-4.92283291884563e-06
Activation of host autophagy by virus	-4.9196749885623e-06
Signal-anchor	-4.91791251222829e-06
cAMP-binding	-4.91088434664536e-06
Pentose shunt	-4.88318688901983e-05
Nucleus	-4.86223861298936e-06
Golgi apparatus	-4.82270757474701e-05
Mitochondrion	-4.817633106529e-05
Carbohydrate metabolism	-4.75463492127648e-05
Catecholamine biosynthesis	-4.72784459877138e-05
Quinone	-4.64023991365818e-05
Transferase	-4.6389633770734e-05
Phagocytosis	-4.61886178674533e-06
Zinc transport	-4.55538936982719e-05
Hormone	-4.55037964947175e-05
Neurotransmitter degradation	-4.46075754726595e-05
DNA condensation	-4.44522648114838e-05
Neurotransmitter transport	-4.42314072142276e-05
S-nitrosylation	-4.42226628105033e-05
Cell membrane	-4.40333116815816e-05
Ribosome biogenesis	-4.39638584476451e-05
Lectin	-4.37217919571004e-05
Mitochondrion outer membrane	-4.31644049398188e-06
Proteoglycan	-4.21025858529706e-05
Cell adhesion	-4.15083951756536e-05
Melatonin biosynthesis	-4.0151309959786e-05
Symport	-3.88113960971855e-05
Hypotensive agent	-3.85653235019058e-05
Cell shape	-3.83251614818334e-05
Growth factor binding	-3.8186470936477e-06
Topoisomerase	-3.73473984783873e-06
Gamma-carboxyglutamic acid	-3.719047938073e-05
tRNA processing	-3.71641116643352e-06
Sulfation	-3.68258738723172e-06
Nonsense-mediated mRNA decay	-3.60997788916127e-06
Calcium channel	-3.59568020133165e-06
NAD	-3.58840557615059e-05
Urea cycle	-3.57329820400271e-06
Acyltransferase	-3.57284731915318e-06
Fungicide	-3.57232002409399e-06
Chromosome	-3.39858357980489e-05
Biotin	-3.39323954556687e-06
tRNA-binding	-3.38736926119254e-05
Glycoprotein	-3.38673952337042e-06
Translation regulation	-3.3741984009319e-05
Direct protein sequencing	-3.23706928458459e-05
DNA replication	-3.21062244752081e-06
Endoplasmic reticulum	-3.21052611121009e-06
Immunoglobulin V region	-3.18279493985362e-06
Signal transduction inhibitor	-3.17177370665105e-05
Ubiquinone biosynthesis	-3.16984572568719e-06
Peroxisome biogenesis	-3.03474782092871e-06
Mast cell degranulation	-2.93685726891367e-06
Branched-chain amino acid biosynthesis	-2.93651502997876e-06
Fertilization	-2.90640125424398e-05
Wnt signaling pathway	-2.90346329163116e-05
Acetylation	-2.87087082457177e-06
Heparin-binding	-2.80757775365479e-06
Porphyrin biosynthesis	-2.77296281186593e-05
Guanine-nucleotide releasing factor	-2.68873464490488e-05
Sexual differentiation	-2.67674130970019e-05
Ligand-gated ion channel	-2.54877627372686e-05
Cobalt	-2.41400357202702e-06
Protein transport	-2.40338423128138e-05
Dipeptidase	-2.40304576113537e-06
SH3 domain	-2.36992168673797e-06
Schiff base	-2.36973553684196e-05
Antiport	-2.36798076718462e-06
Kinetochore	-2.36485234030867e-05
Repeat	-2.35293383608872e-06
Serine biosynthesis	-2.35091117343063e-06
Length	-2.27580570257769e-06
Glycation	-2.26736092371495e-05
V65	-2.17494204069874e-06
Aminotransferase	-2.00316688484166e-05
Telomere	-2.00249268241008e-05
Neuropeptide	-1.99572275268154e-05
Glycosyltransferase	-1.94299459242193e-05
Lactation	-1.93925779112327e-05
Iron	-1.93800582421333e-05
Autophagy	-1.93665064578183e-05
Exocytosis	-1.92729916994932e-05
Pyridoxine biosynthesis	-1.92675952661064e-05
Laminin EGF-like domain	-1.85286126105295e-05
cGMP	-1.84366792818695e-05
Asparagine biosynthesis	-1.82479500082638e-05
Defensin	-1.8087440325079e-05
V64	-1.71002602935015e-06
Taste	-1.64557968613928e-05
V63	-1.57735209456184e-06
V62	-1.57460842113601e-06
Vision	-1.55396657242449e-05
Primosome	-1.54098473276589e-05
V61	-1.52771304956832e-06
Meiosis	-1.51412398419495e-05
Blood group antigen	-1.50493145350714e-05
SH3-binding	-1.4855108630922e-05
Fatty acid biosynthesis	-1.47417889427582e-05
V60	-1.44575116923839e-06
V57	-1.41363379334223e-06
Signal recognition particle	-1.41349170124187e-05
V58	-1.40181673116943e-06
